,colsample_bytree,max_bin,min_child_samples,num_leaves,score,subsample
0,0.8,1655.0,1.0,35.0,0.918899547993,0.8
1,0.786237542863,1873.0,6.0,178.0,0.915606596848,0.667569773887
2,0.724159858927,1025.0,92.0,195.0,0.915756962669,0.680481837395
3,0.960086529434,1991.0,27.0,26.0,0.919026299819,0.685421735394
4,0.738451008836,1999.0,78.0,30.0,0.918501995536,0.61720357236
5,0.828802168132,1983.0,76.0,13.0,0.918245351565,0.50985159874
6,0.742175265453,1092.0,25.0,17.0,0.918922320378,0.915167566753
7,0.828039781392,1049.0,1.0,19.0,0.918564554892,0.683315299657
8,0.624706705678,1082.0,73.0,20.0,0.918022761118,0.471065016917
9,0.699163919781,1991.0,77.0,13.0,0.918340332401,0.588129514496
10,0.621402704583,1980.0,35.0,10.0,0.917366852649,0.616373368981
11,0.850466685203,1029.0,9.0,32.0,0.917920800519,0.532856112752
12,0.904620422441,1045.0,98.0,26.0,0.919611171934,0.972345713095
13,0.978553544415,1006.0,4.0,11.0,0.918011130779,0.552164514585
14,0.846391650524,1967.0,91.0,13.0,0.917978233596,0.433343711171
15,0.899455613611,1010.0,60.0,194.0,0.917152443019,0.818774691771
16,0.682103948727,1067.0,14.0,15.0,0.91853694269,0.741116463707
17,0.92293544137,1045.0,1.0,28.0,0.918840124006,0.825097651949
18,0.878078446242,1115.0,87.0,13.0,0.918812745261,0.777058131736
19,0.885557097268,1169.0,99.0,13.0,0.918646584921,0.939038373678
20,0.656954443686,1966.0,42.0,14.0,0.918243032416,0.546451020176
21,0.774992921129,1002.0,89.0,26.0,0.918665482504,0.643944511915
22,0.939284531838,1949.0,54.0,11.0,0.91851758911,0.976290707534
23,0.887705326252,1037.0,14.0,12.0,0.91823265205,0.567244887977
24,0.762194567319,1083.0,97.0,11.0,0.91835385302,0.965912608003
25,0.725404325354,1027.0,18.0,186.0,0.912993208582,0.504210143213
26,0.8,1655.0,1.0,35.0,0.918899547993,0.8
27,0.675887990488,1953.0,46.0,12.0,0.917460214354,0.414786211232
28,0.651004194612,1021.0,1.0,164.0,0.91564385222,0.69579529077
29,0.829300783144,1929.0,34.0,194.0,0.918501678612,0.954120081277
30,0.876970548063,1987.0,63.0,199.0,0.917618844439,0.817338193254
31,0.633740396119,1986.0,75.0,10.0,0.917519778816,0.550883214818
32,0.687527127095,1040.0,83.0,42.0,0.917950855443,0.531574538059
33,0.952132502849,1979.0,33.0,30.0,0.919510094419,0.91378276203
34,0.843643214401,1983.0,12.0,23.0,0.919145981266,0.993854040092
35,0.743938061483,1983.0,83.0,188.0,0.917818586241,0.848134834243
36,0.979263053415,1986.0,97.0,42.0,0.918720456287,0.626806268058
37,0.916228813031,1986.0,14.0,25.0,0.918796649104,0.649923912428
38,0.709878833554,1062.0,99.0,36.0,0.919146709833,0.75628317225
39,0.958300102413,1009.0,94.0,16.0,0.919129403664,0.995689891673
40,0.756396967175,1052.0,86.0,10.0,0.91748280897,0.480241468321
41,0.896417759779,1994.0,95.0,31.0,0.918417553276,0.55222168831
42,0.990078611981,1011.0,30.0,17.0,0.918167847026,0.434793044612
43,0.927720663872,1873.0,11.0,15.0,0.91873280791,0.957315259724
44,0.721347872848,1934.0,88.0,198.0,0.914884546599,0.557602983006
45,0.969215361207,1986.0,2.0,15.0,0.918329785551,0.654211256215
46,0.629329320211,1078.0,2.0,29.0,0.918907436516,0.871071080357
47,0.928598773646,1171.0,4.0,24.0,0.918479318546,0.6125677736
48,0.719049383454,1846.0,10.0,12.0,0.91831478567,0.908506362079
49,0.98711991058,1064.0,1.0,26.0,0.916963055614,0.406774962921
50,0.719291833053,1981.0,96.0,26.0,0.919287378501,0.866994281518
51,0.864770413518,1938.0,79.0,27.0,0.918574548731,0.578111507452
