,colsample_bytree,max_bin,min_child_samples,num_leaves,score,subsample
0,0.8,1655.0,1.0,35.0,0.9032595022226735,0.8
1,0.9903284334339063,1501.0,9.0,180.0,0.886527228132269,0.7072432787795118
2,0.8679229711169533,1977.0,11.0,48.0,0.8918182985436756,0.5762992528628299
3,0.6273609329938967,1019.0,86.0,27.0,0.8978762488011516,0.5817293749498947
4,0.8265896591505859,1149.0,8.0,62.0,0.8991769453106826,0.7142030991627029
5,0.7600932044008918,1172.0,8.0,17.0,0.896036263018998,0.6252524663861707
6,0.7507342067582691,1110.0,8.0,11.0,0.8993742979944969,0.8170456257636304
7,0.7176947695948499,1058.0,7.0,15.0,0.8975698906577574,0.6668736876024299
8,0.8233142538949229,1992.0,98.0,43.0,0.9022080098905869,0.731590724829443
9,0.8752945477673426,1921.0,75.0,21.0,0.8953050741303319,0.48185714920286676
10,0.7637592023665902,1815.0,91.0,10.0,0.8997751449884508,0.8487418897614394
11,0.6289317430337632,1005.0,90.0,30.0,0.89378930174752,0.4627834512910933
12,0.9315556305188623,1851.0,90.0,14.0,0.8970723238852522,0.5522645639933168
13,0.8440501252438783,1830.0,3.0,19.0,0.8893895863080992,0.4917910682707371
14,0.909050960511312,1033.0,95.0,39.0,0.8909955501644541,0.4137063733307911
15,0.6009959210606902,1943.0,75.0,183.0,0.8866669160693167,0.6387630982806776
16,0.6328417843923376,1873.0,1.0,19.0,0.9027887185519055,0.9548895537665705
17,0.876933587703058,1917.0,76.0,12.0,0.9020838336632174,0.9380953283386305
18,0.8632797711841209,1836.0,86.0,10.0,0.8966328868114515,0.6447957323334755
19,0.8744638874405712,1761.0,12.0,11.0,0.9013157246452614,0.9375365276378672
20,0.9563920516240264,1968.0,96.0,16.0,0.8986293357619772,0.6177558252982924
21,0.7430749654446178,1978.0,3.0,12.0,0.8990858091522611,0.8650092489611013
22,0.6880048263915961,1910.0,4.0,20.0,0.8829000469682253,0.43182392665128616
23,0.7033267933104935,1115.0,95.0,38.0,0.8948217071679989,0.4949249169524319
24,0.6256784013443758,1915.0,94.0,10.0,0.8966011371767267,0.5925501090072666
25,0.762353214032221,1070.0,83.0,13.0,0.9042449414193678,0.9672928896321791
26,0.8,1655.0,1.0,35.0,0.9032595022226735,0.8
27,0.8098220424835848,1791.0,88.0,101.0,0.8982197731323598,0.7746829855183465
28,0.6810238310290121,1039.0,57.0,75.0,0.8986971834516438,0.7135720550130098
29,0.7820147722632532,1962.0,22.0,174.0,0.9011206158864733,0.9627877241740778
30,0.709504931111809,1981.0,11.0,29.0,0.8973575180419677,0.6391687059381678
31,0.9564975354827976,1117.0,76.0,199.0,0.8770226201917788,0.5003136282692836
32,0.6973264068972616,1364.0,1.0,11.0,0.8886302367898692,0.45612551227012393
33,0.6447654445046207,1059.0,8.0,21.0,0.8961888687475963,0.6249839599361995
34,0.914033764606199,1796.0,9.0,26.0,0.8942518032484458,0.5702886639567952
35,0.8944702892580837,1011.0,70.0,40.0,0.9068205463929868,0.915069507634851
36,0.9201288427289492,1107.0,95.0,12.0,0.9049203964058513,0.9888763333430253
37,0.8268606754699078,1689.0,97.0,19.0,0.9013608725720095,0.7802520328805175
38,0.9795342556010331,1025.0,74.0,29.0,0.8966835203322564,0.5356075499847757
39,0.8692767667256498,1971.0,98.0,18.0,0.9014251280352242,0.7426202145881957
40,0.7137995113556622,1995.0,84.0,145.0,0.8981965094436115,0.8404363592907568
41,0.7038992118067807,1045.0,75.0,18.0,0.9023313455752767,0.7962840965976251
42,0.6082877424599782,1472.0,81.0,22.0,0.9084891808745901,0.9861384239012799
43,0.9951389288378542,1660.0,96.0,186.0,0.8934771301440338,0.7686109066502059
44,0.7697201907791728,1494.0,92.0,29.0,0.9070784514962403,0.9402113539135781
45,0.7041649077989734,1595.0,85.0,42.0,0.9079563745912935,0.9595748796569753
46,0.6791718649815234,1575.0,98.0,14.0,0.8975730680399174,0.5515914892430493
47,0.826605134758074,1500.0,91.0,18.0,0.89985902704308,0.6336285788437493
48,0.8995121284147076,1346.0,95.0,34.0,0.8946504019653296,0.4804902011198954
49,0.8393499165756073,1474.0,94.0,14.0,0.8990770941960168,0.6067792881984583
50,0.9219546884325556,1053.0,87.0,14.0,0.8980699256613706,0.5842376933181678
51,0.8059364656948933,1915.0,96.0,194.0,0.8917255929855219,0.7089964830608816
